"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","wine_quality","wine_quality_num","P"
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,"good",1,0.745913210351421
6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,5,"bad",0,0.623448786709626
5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,4,"bad",0,0.516704655581832
8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,3,"bad",0,0.74062856560476
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,"bad",0,0.482147111425353
5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,"bad",0,0.89594636536182
5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6,"good",1,0.407543893744443
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,"good",1,0.580834307162478
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,"good",1,0.764974285913715
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,"good",1,0.764974285913715
6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,6,"good",1,0.844021479398966
5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4,"bad",0,0.744756470524796
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6,"good",1,0.743742393769161
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,"bad",0,0.531774143010541
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,"bad",0,0.665561545428452
7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6,"good",1,0.666044097026244
6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6,"good",1,0.607881414984283
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,"bad",0,0.531774143010541
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,"good",1,0.412790208607291
5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5,"bad",0,0.611834223687621
5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6,"good",1,0.613511909957245
5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,"good",1,0.638583979876475
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,"good",1,0.412790208607291
5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,5,"bad",0,0.606300010525173
5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5,"bad",0,0.568023603308356
6.6,0.58,0.3,5.1,0.057,30,123,0.9949,3.24,0.38,9,5,"bad",0,0.392710469216966
7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,"bad",0,0.613412337460942
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,"good",1,0.690792431771636
6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6,"good",1,0.717946622429972
7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5,"bad",0,0.639671098682496
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,4,"bad",0,0.577332761891187
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,"good",1,0.948423302149637
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,"good",1,0.919312601953886
6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8,"good",1,0.966714940003073
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,"bad",0,0.654496957015071
6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,5,"bad",0,0.655667277596252
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5,"bad",0,0.492139622443599
7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,"bad",0,0.348146742323152
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6,"good",1,0.745536179020188
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,"good",1,0.513391296319802
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,"good",1,0.513391296319802
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,"good",1,0.513391296319802
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,"good",1,0.513391296319802
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,"good",1,0.737824144332951
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5,"bad",0,0.570773911121774
6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7,"good",1,0.618915352948625
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3,"bad",0,0.120711909924335
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6,"good",1,0.47721550387254
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,"bad",0,0.578779779602887
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7,"good",1,0.849319751067467
7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,"good",1,0.711966064886914
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,"good",1,0.648827390296686
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,"good",1,0.832951902423975
8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6,"good",1,0.681626983200628
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,"good",1,0.832951902423975
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,"good",1,0.718731077382872
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,"good",1,0.575764508984107
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,"good",1,0.575764508984107
7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5,"bad",0,0.535337938667345
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,"good",1,0.546792724327388
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7,"good",1,0.699459153243593
6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6,"good",1,0.682589482273081
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,"good",1,0.872751859559846
5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8,"good",1,0.956950315290254
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,"good",1,0.478905602096082
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,"good",1,0.750435007912621
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5,"bad",0,0.744275759877717
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,"good",1,0.407475388797719
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,"good",1,0.749581978425956
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,"bad",0,0.750283343243313
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,"good",1,0.901309799034428
6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6,"good",1,0.767961089585265
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,"good",1,0.788370619733455
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,"bad",0,0.750283343243313
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,"good",1,0.749581978425956
6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6,"good",1,0.740757663469768
8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5,"bad",0,0.510494894389736
7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5,"bad",0,0.813772079951424
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,"good",1,0.706330654887206
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,"good",1,0.67234700898254
6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6,"good",1,0.739152454202995
7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,"bad",0,0.765134099670216
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,"good",1,0.961379562891545
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,"bad",0,0.750496436466585
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,"good",1,0.837071057812983
6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,"bad",0,0.605275799067425
5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5,"bad",0,0.755048384443689
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,"good",1,0.837071057812983
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,"good",1,0.797746525409578
5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,"good",1,0.543372459888025
5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5,"bad",0,0.291968993088903
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,"good",1,0.825294775677378
7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7,"good",1,0.474772533845584
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,"good",1,0.31791949164414
6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6,"good",1,0.515963008612484
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5,"bad",0,0.75394548220905
5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,"good",1,0.764626468015488
7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,"good",1,0.586075448017784
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,"good",1,0.841592928963482
6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,"good",1,0.557402419231575
7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,"good",1,0.696387076138794
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,"bad",0,0.694324584674256
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,"good",1,0.906473610634832
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,"good",1,0.854487137043805
5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,"good",1,0.514139165454567
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,"good",1,0.854487137043805
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,"good",1,0.525356177371505
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,"good",1,0.412747616351395
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,"good",1,0.412747616351395
6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,"good",1,0.54618734169619
10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6,"good",1,0.43062865855269
6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6,"good",1,0.746798849604815
6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6,"good",1,0.860711104407397
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,"bad",0,0.254714404270895
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,"good",1,0.704168592476304
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,"good",1,0.412747616351395
6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,"good",1,0.821154748656721
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,"good",1,0.946636806084284
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,"good",1,0.813037718977318
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,"good",1,0.444605971897744
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,"good",1,0.721943711646784
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,"bad",0,0.922083684255894
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,"good",1,0.444605971897744
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,"good",1,0.721943711646784
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5,"bad",0,0.359507799331515
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,"good",1,0.425666483832736
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,"good",1,0.931126331114313
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,"good",1,0.931126331114313
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,"good",1,0.697781138238049
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,"good",1,0.637929571719173
5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,"good",1,0.609264638987759
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,"good",1,0.697781138238049
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,"good",1,0.637929571719173
7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,"good",1,0.548498268839326
7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,"good",1,0.429459563491035
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,"good",1,0.425666483832736
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,"good",1,0.872721761680991
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,"good",1,0.931126331114313
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,"good",1,0.85807160582686
6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,"bad",0,0.706241403808664
6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,"good",1,0.55349863793452
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,"good",1,0.737043938008383
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,"good",1,0.737043938008383
6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,"bad",0,0.61392483064741
6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6,"good",1,0.628071242777927
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,"good",1,0.934607230438154
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,"bad",0,0.573485741326653
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,"bad",0,0.726060617821278
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,"bad",0,0.799043681791865
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,"good",1,0.863026660137423
5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,"bad",0,0.683236365806725
6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6,"good",1,0.91303870559705
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,"good",1,0.863026660137423
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,"bad",0,0.573485741326653
6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5,"bad",0,0.340143304683199
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,"bad",0,0.492834380114102
6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,"good",1,0.946413755397003
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,"bad",0,0.726060617821278
5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,"good",1,0.97105360582436
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,"bad",0,0.380382351103253
6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6,"good",1,0.694097543693389
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,"bad",0,0.799043681791865
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,"good",1,0.521711935215802
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,"good",1,0.791443304724669
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,"bad",0,0.769790513211837
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,"bad",0,0.769790513211837
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,"good",1,0.521711935215802
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,"good",1,0.791443304724669
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,"good",1,0.511674521339302
6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5,"bad",0,0.380561169493541
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,"good",1,0.511674521339302
7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,"good",1,0.713438635333129
7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,"good",1,0.92893474724881
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,"good",1,0.648872461335593
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,"good",1,0.642622739965651
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,"good",1,0.642622739965651
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,"good",1,0.761492154628281
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,"good",1,0.648872461335593
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,"good",1,0.642622739965651
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,"bad",0,0.571843002418831
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,"bad",0,0.364203575504682
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,"bad",0,0.600031670999154
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,"bad",0,0.571843002418831
6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,"bad",0,0.390193206783636
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,"good",1,0.698408070520249
7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4,"bad",0,0.259284745272989
7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,"good",1,0.95524407905243
6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7,"good",1,0.950440170378728
6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,"bad",0,0.426868880988204
6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,"good",1,0.929220637118846
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,"good",1,0.698408070520249
6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5,"bad",0,0.365199857199978
6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,"good",1,0.868682465268059
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,"good",1,0.79764778469943
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,"good",1,0.97614662336174
6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,"good",1,0.583945141375921
6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,"good",1,0.93346260056049
7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3,"bad",0,0.932730827040758
5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,"bad",0,0.857047449334548
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,"good",1,0.689443578113348
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,"good",1,0.689443578113348
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,"good",1,0.740832644419805
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,"bad",0,0.282380073297934
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,"bad",0,0.576918277074815
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,"good",1,0.613293311120442
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,"good",1,0.713921372276899
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,"good",1,0.740832644419805
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,"good",1,0.679964974550328
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,"good",1,0.930836047414638
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,"bad",0,0.457218793718988
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,"good",1,0.617932274151752
6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5,"bad",0,0.499692924267752
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,"bad",0,0.457218793718988
7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5,"bad",0,0.638602762637566
5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5,"bad",0,0.542480336658453
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,"good",1,0.431432433011021
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,"bad",0,0.593440125601185
6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5,"bad",0,0.416791455043699
7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6,"good",1,0.696330977967278
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,"good",1,0.431432433011021
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,"bad",0,0.593440125601185
7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5,"bad",0,0.750727926798176
8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,"good",1,0.606373105985603
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5,"bad",0,0.574701514814139
6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6,"good",1,0.914230510995811
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,"good",1,0.658820471342632
5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6,"good",1,0.416627436787882
7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5,"bad",0,0.625319834329541
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,"good",1,0.912189020225965
7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,"good",1,0.564478465449742
7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,"good",1,0.197845409385937
6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,"good",1,0.732229171756561
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,"bad",0,0.513634503999091
5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6,"good",1,0.803720715879908
5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5,"bad",0,0.639496647661591
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,"bad",0,0.513634503999091
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,"bad",0,0.637972033011616
6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6,"good",1,0.717276335396159
6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6,"good",1,0.726962987066383
6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6,"good",1,0.649265095566174
7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6,"good",1,0.715610974860594
7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,"good",1,0.428335712398325
7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,"good",1,0.859465797611169
7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,"good",1,0.92779181465425
7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6,"good",1,0.599311367657276
6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6,"good",1,0.859743198159899
6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6,"good",1,0.768465888548708
5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,"good",1,0.926494226013607
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,"bad",0,0.515606525010018
6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6,"good",1,0.925037701325208
