SYMBOL,ACHROMOSOME,normal1,normal2,normal3,normal4,normal5,normal6,normal7,cancer1,cancer2,cancer3,cancer4,cancer5,cancer6,cancer7
RAB33A,X,55.6,367,409.6,51,507.6,279,300.4,63.9,210.7,40.6,84.8,79.6,55.8,21.9
RAB33A,X,112.1,632.4,83.1,514.7,1109,939.8,815.7,126,256.6,104.8,201,241.2,91.2,77.6
INHBA,7,40.7,80.1,129.2,40.5,539,224.2,369.1,76.7,26.2,10.7,12.1,154.4,5.2,4.7
DGKG,3,27.9,99.3,97.1,33.1,68.1,132.5,84.6,17.5,9.7,13.4,9.8,18.6,24.9,17.8
NA,NA,7.2,43.7,106.2,93.8,266.4,134.8,17.4,44.6,29.3,13.9,3.7,53.9,6,55.8
CDK5,7,38,48.5,117.3,197.2,139,87.5,83.3,184.4,738,160,118.8,43.8,407.6,293.4
CDK6,7,27.2,372.7,556.9,266.5,758.4,705.8,612.3,105.7,27.2,109.5,18.5,215.9,116.8,108.3
PTK6,20,19.7,91.5,140,94.4,107.2,92.7,72.5,11.9,30.2,12.6,35.9,26.2,26.8,27.4
TRAF6,11,78.6,46.2,67.6,70.1,101.5,26.3,76.3,64.2,57.9,78.2,85.1,59,96.6,85.6
ITGA1,5,218.9,387.2,166.2,72.2,522.1,368,659.1,139.3,96.7,184.7,244.3,306.4,82.9,188.6
TNFRSF25,1,61.1,231.6,83.2,128.1,105.1,87.1,129,54.5,112.1,29.3,31.3,39.4,27,31
CRADD,12,1061.9,365.4,536.2,520.6,420.3,255.5,304.2,355.7,546.9,306,1180.8,635.2,475.6,229.5
GSTZ1,14,191.8,243.5,673.6,404.6,226.8,128.4,93.6,202.5,177.4,139.7,312.2,58.6,242.5,107
SRPK2,7,298.5,254.9,297.9,162.6,206.4,360,185,206.7,326.1,391.9,178.5,97,276,84.2
IFNB1,9,4,15.4,75,38.5,21.6,50.4,21.5,1.6,3,1.7,3.3,5.3,10.8,33.3
NA,NA,8.8,146.6,475.3,371.4,126.2,86.1,53.5,14.9,25,28.2,24.3,35.7,13.4,15.1
NA,NA,288.5,595.3,1321.5,906.4,784.2,270.9,271.7,511.6,224.6,274.6,272,454,145.1,276.6
PRKCB,16,110.8,171,36.6,123.9,83.6,412.2,151.8,36.8,478.2,84.3,37.1,173.7,1883.5,3905.7
NR2F6,19,35.3,126.8,115.9,164,149.1,55,82.5,293.5,364.4,29.3,45.1,469.4,512.7,411.9
IRF2,4,10,49,102.8,411.1,195.7,89.4,104,17.9,12.8,15,6.5,23,28.6,39.7
PAX8,2,1483.3,6914.4,3802.9,3951.8,8975.6,5886.3,4661.7,2260.1,1689.3,1438.5,1666.6,1644.9,1634.7,2047.1
IRF2,4,298.5,767.7,595.8,98.8,1725.5,1068.2,784.4,196.2,255.2,129.3,155.5,298.5,301.8,361.1
RAB5B,12,17,127.6,169.1,186.4,167.7,199,355.3,21.3,111.9,44.7,94.7,111,149.3,50.5
CDK17,12,83.7,200.9,99,47.6,214.3,33.8,150.2,42,109.1,11.7,21.7,20.3,79.4,80.3
CDK18,1,235.1,139.8,965.8,602.3,165.5,465.1,238.5,233,194.2,139,193.6,293,128,209.2
CDK16,X,254.2,106.1,65.8,372.6,110.7,270.1,155.4,383.1,593.4,236.9,123.1,144.4,699.1,863
CDK16,X,733,458.3,168,3128,221.6,637.2,529.3,1561.5,1317.2,867.7,462.3,356.6,1261.9,356.7
ADAM17,2,59.8,69,45.7,122.3,34.7,108,189,39.6,91.8,24.9,40.1,64.5,191.7,3.6
ADAM17,2,4.9,16.1,129.6,58.3,52.7,30.3,16.4,8.4,13.8,3.4,12.7,7.6,23.2,81.2
CTAGE5,14,996.7,879.5,193.6,163,923.2,483.6,709.8,418.4,926.3,672.3,915.8,566.4,346.5,232.3
MTMR11,1,21.6,530.3,424.4,10.8,381.3,195.5,300.1,111.9,77.8,163.7,173.7,133.3,201.9,16.2
PRIM2,6,10,135.5,52.3,99.4,116.1,76,91.1,58.3,136.9,4.8,14.6,27.1,15.5,35.4
MTMR11,1,473,599.2,313,347.2,532.5,569.5,832.4,163,176.9,1022.5,1820,323.6,485,158.1
UBE2B,5,95,234.2,97.7,325.3,473.6,39.2,146.5,78.7,67.3,97.2,92.3,165.7,86.1,146.7
IGFBP1,7,26.7,304.6,748.3,193.3,441.2,409.2,223.9,56.4,67.9,62.5,74.5,131.6,58.3,131.9
AXL,19,94.8,265.9,882.8,413,290.1,274.8,170.6,63.1,52.7,184,71.7,84.8,63,117.6
EPHA3,3,4,243,39,235.1,327.3,24.7,62.1,37.5,10.5,21.9,34.7,13.5,23.8,26.8
YWHAZ,8,691.8,1765.4,1336.1,681.8,2221.4,1628.9,1036.3,3245.6,2624.1,3022.9,1010.6,1194.6,2369.9,2173.6
NF1,17,49.8,1011.1,1379.3,349.9,1284.7,708.4,801.9,184.9,338.1,113.6,61.3,90.6,126.7,56.3
IER3,6,672.4,1275,1471.8,853,435.3,608.2,967.5,1043.7,237.7,509.4,1084.8,902.7,183.4,510.2
MAPK9,5,180.6,459.7,752.3,378.6,878.9,459.3,66.6,341.5,773.5,504.2,206.2,435.8,474.8,465.5
CASP2,7,19.2,306.8,195.4,243.9,714.5,404.9,127.9,88.5,98.1,16.8,81,26.8,31.9,52.2
PRKD1,14,70.3,405.5,470.1,45.7,545.9,251.3,141.1,67,38.2,10,68.7,149.2,59.5,43.2
CASP2,7,219,418.3,798.1,548,805,233.1,596.1,135.8,162.7,134.7,112.9,138.5,178.2,150.6
PTP4A2,1,59.5,713.9,73.5,213.7,139.9,973.8,1823,251.4,231.7,136.4,179,4356.7,4043.7,2111.6
ERF,19,1523.9,626,301.8,4334.8,74.8,203,1159.9,1757.9,1460.6,854.9,2198.8,539.5,1660.7,1361.7
DDB2,11,1448.8,1050.1,171.2,1161.9,892.3,665.3,1022.9,524.1,1704,1460,2810,621.1,1606.5,712.6
STAT2,12,247.9,1138.7,1463.4,645.6,1712.9,1142.1,1158.5,266.7,300.7,207.1,104.1,309.9,211.9,255.6
PAK2,3,4.4,12.1,22.3,65.4,44.2,250.7,251,103.4,172.1,45.1,26.9,3.5,101.4,70.9
PTPRS,19,75.7,410.7,285.6,693.6,141.6,125.7,227.5,65.4,655.4,25.9,29.5,296.4,63.5,140.6
PTPRS,19,22.7,80.7,165,211.1,69.8,49.2,35.9,35,535.7,23.3,10.2,27.2,50.4,18.5
POLR2H,3,911.3,609,433.5,207.8,193.5,245,710.1,1886.5,1723,1240.5,1103.3,487.2,1380.4,941.5
GAB1,4,10.2,38.1,30.3,42.1,82.4,82.4,18.2,1.9,3.8,16.8,21,8.1,4.5,9.1
NA,NA,1314.3,899.4,35.8,933,45.6,1536.6,6540.7,1746.5,1493.5,1174.4,784.5,285.3,5136.8,5214.6
PRKDC,8,809.1,221.3,326.2,388.7,270.6,183.2,163.9,3615.5,2117.4,2577.6,932.5,198.9,948.8,418.7
RAP1GAP,1,3028.4,967.1,525.7,644.1,1147.1,1019.8,1392.1,2770.7,1447.1,1300.5,1405.7,1000.6,1744.9,744.2
REEP5,5,1546.8,739.8,1636.3,1297,628.5,777.5,1026,630,1427.4,1998.7,1837.5,4555.2,1709.9,1023.8
GSK3B,3,116.8,214,628.1,12.7,380.5,337.9,282.7,165.6,91.8,152.2,87.6,192.4,114.3,119.7
GUCA1A,6,258,945,341,893.2,2164.9,1338.1,1432.5,279.3,316.1,200.3,320.8,368.8,249.7,92.3
GUCA1A,6,28.2,678.3,229.8,297.4,861.9,509.1,544.9,100.4,430,99.5,287.6,64.5,96.7,14.7
PTPRD,9,65.9,348.9,163.3,83.2,124.1,382.4,369,31,25.4,11.7,20.1,151.1,76.3,77.5
QSOX1,1,194.8,356.5,306.4,420.3,359.8,83.3,261.3,258.5,78.6,56,236.4,528.6,154.8,54.6
ERCC4,16,57.5,202,759.8,19.4,346.1,223.2,109.2,8.3,47.2,21.4,42.5,7.7,70.4,136.8
ZNF23,16,340.5,1028.8,1202.4,953.1,2050.9,1126.4,1088.7,172.6,261.7,170.3,252.9,434.1,197.7,257.4
NA,NA,1063.8,1051.9,191,1206.3,746.5,855.2,2722.7,581,449.3,569.6,755.6,327.9,738.9,468
NA,NA,19.5,149.1,443.5,19.1,73.9,35,21.8,19.6,8.7,2.2,11.8,160.8,11,16.7
GSTA2,6,141.5,496.1,133.6,78.6,906.2,451,393.1,54.3,30.2,28.5,134.1,109.9,46.1,76.8
TGFB2,1,60,181.2,69,87.2,80.8,42.3,168.4,6.1,7.3,18.5,23.1,96.2,106.7,29.5
IL3,5,101.4,973.1,539.8,720.7,393.7,981.4,921.2,154.9,100.7,103.2,168.2,72.4,110.3,158.3
PTPN2,18,19.4,129.8,27.9,138.7,177.6,36.1,144.8,6.1,39.4,37.9,16.9,44.8,2.8,4.3
PTPN2,18,79.6,23.3,358.2,86.4,100,145.3,206.4,140.6,47.1,58,7.3,48.3,54.5,116.9
LCK,1,29.7,217.1,47.1,19.8,158.2,72.9,366.1,19.5,14.5,17.7,31.7,100.8,40.3,169.1
PRKCH,14,75.2,91.5,634.2,464.2,408.3,182.7,268.9,114.9,97.2,47,106.4,53.8,27.6,227.5
UBA1,X,3548.8,1745.3,654.4,6452.9,1537.6,2486.1,3022.8,4099.7,4211.3,3002.7,6269.3,3324.2,6017.1,9195.1
PIK3R1,5,68.7,4.8,220.7,9,237.1,111.5,36.5,35.3,55.3,116.7,29.4,65.9,31.7,185.9
NA,NA,31.3,142.4,80,130.5,208.8,38.9,11.8,104.8,510,80.4,45.7,2.6,81.6,4.2
RAP1GAP,1,1416.2,2379.3,1575.7,964.7,3366.3,2656.3,2034,2064.1,1167.6,544.8,825.4,687.6,1908.5,1018.1
RELA,11,677,1884.6,229,182.8,2123.4,982.5,1415,851.2,944.6,830.3,435.4,1030.6,944.7,352.4
EIF2S3,X,8.5,204.5,261.8,34.7,311.6,272.3,300.4,94.7,298.7,37.3,96.4,85.6,102.4,36.6
CDC34,19,595.8,692.4,872,729.9,540.4,345.2,800.9,449.6,339.1,174.2,425.6,369.7,344.3,190.7
CDC34,19,293.6,191.9,545,559.5,35.9,128.8,289,416.9,390.3,164.5,283.1,329.9,444.9,275.4
PGGT1B,5,7.2,127.3,513.1,167.7,504.5,163.3,175.4,50.1,76.6,51,8.6,67,27,76
RBPMS,8,253.2,148.8,299.1,309,1607.3,260.5,424.5,350.5,131,361.3,188.2,950.8,42.9,165.2
ARHGEF16,1,289.2,509.8,360.2,456.9,621.8,617.7,288.9,110,37.7,30.1,204.1,234.5,44.7,155.3
AXL,19,221,100.3,176.3,141.2,172.6,70.2,245,271.6,273.9,160.6,130.3,221.8,269.9,661.4
CDK3,17,169.9,115.4,729.9,306.5,655.7,149.3,121.5,287.8,333.4,168.6,66.6,61.7,220.3,249.6
NA,NA,6.4,180.4,102.4,181.6,163.5,24.8,233.6,13.9,6.3,4.4,41.4,50.5,14.4,63.4
MKNK2,19,427,822.9,5836.8,1743.9,2725.7,1813.4,2644.5,263.7,179.9,252.4,478.6,704.3,424.6,365.6
MKNK2,19,10.3,37.4,61.9,89,47.1,37.5,27.8,7.9,24.6,9.3,6.4,81.5,65.5,42.6
MARK2,11,81.7,123,178.5,255.9,527.4,86.6,91.3,147.4,22.3,22.5,30.3,49.9,62.4,67.3
MAP3K13,3,3.1,27.3,279.3,14.4,24.1,21.4,22.1,7.9,3.9,1.9,3.2,5.6,4.1,14.3
PRKD3,2,60.5,94.6,99.8,22,493.1,936.2,647.4,139.1,185.9,55.5,22.9,46,337.1,457.7
NEK1,4,2.9,25,52.2,17.5,124.9,58.3,48.1,7.8,3.4,6.1,12.8,8.2,4.8,8.1
NA,NA,6.4,15,409.2,38.1,39.5,38.4,40.8,3.1,3.5,14.7,17.3,13.5,5.8,4.7
PARP1,1,1273.6,524.7,186.2,583.2,123.2,528.5,487,4377.8,2417.8,1837.9,1596.1,691.1,3126.4,531.8
EEF1A1,6,40259.2,15821.4,660.9,7015.3,1210.7,6383.7,25804.6,3310.6,21684.1,22381.3,32104.4,29078.8,23630.3,17658.3
GSTM5,1,490.9,2024.5,1741.4,178.3,3073.5,2305,1715.4,424.5,487.7,407.3,614.9,676.8,657.3,646.4
CTSK,1,83.9,167.5,337.4,345.5,42.5,29.8,194.4,239.6,558.5,69.3,182.5,52.5,68.2,402.4
GSTM5,1,1434.5,314,304.9,1222.4,309.9,311,452.9,102.1,563.8,447,1842.6,119.5,1702.8,310.7
FGFR4,5,246.6,881.4,988.2,347.6,1362.5,600.2,230.3,263.7,206.5,214.6,263.1,376.1,269.2,166.8
DUSP2,2,632.8,36.1,184,80.1,41,71,59.1,24.7,78.5,95,46,56.4,198.8,35.5
GPLD1,6,39.3,78.4,467,237.4,104.3,89.9,89.7,25.2,14.4,16.5,48.6,36.8,86.5,84.5
UBA7,3,337.3,997,1094.9,598.3,1126.8,780.9,1151.6,841,161.8,794.8,1304.9,863.9,549.9,197.6
RELA,11,2573.2,1120.8,2676.1,11212.4,715.8,1250.8,969.6,2924.6,1269.2,3791.8,2261.3,1718.3,1033.5,499.3
CDH15,16,332.6,1616.3,1339.4,912.2,1303.2,923.8,840.9,197.1,120.5,495.1,271.7,386.8,157.1,442.1
RBPMS,8,52.5,47.6,135.4,87.2,194.6,70.7,38.7,11.1,9.7,9.7,13.9,102.2,22.5,23.5
ESR1,6,7.4,14.3,49.2,107.4,111.5,56.9,14.9,2,4.2,1.9,9.2,9.1,5.9,19.7
TERF2,16,14.9,13.2,71.7,16.6,9.9,25.8,21,11.3,3.3,1.8,6.6,8.4,30.4,2.5
CTSK,1,118.1,425.9,140.7,383.3,106.1,720.4,100.4,232.8,631,96.1,136.2,34.2,82,847.4
XRCC2,7,149.2,315.2,390.8,457.8,905.9,466,451.4,94.5,20.8,49.3,112.5,49.2,33.9,115.5
NA,NA,73,243.2,126.5,113.8,378.3,284.6,347.1,87.2,63.6,131.7,116.4,121.5,46.2,15.7
NA,NA,189.7,33,468.5,50.4,460.4,85.4,142.4,159.9,52.3,145.1,248.2,43.2,62,11.8
SH3BP2,4,11.8,72.8,36.8,113.9,669.3,222.6,372.6,5.7,73.3,9.3,43.1,29.5,12.5,84.6
NA,NA,85.3,227.6,124.2,155,93.7,247.8,194.7,64.8,78.1,40.7,50.6,54,54.8,72.6
NA,NA,446.2,576.4,322.6,405.8,1125.5,565.4,367.2,264.1,227.7,229.5,46,385.4,68.8,151.5
EIF4G1,3,455.2,170.7,200.6,467.9,185.9,90,620.9,2208.5,1160.8,359.8,554.2,781.8,1383.4,621
XPA,9,698.4,83.7,229.2,274.6,63.3,22,168.2,669.6,571.4,257.3,202.8,251.3,474.6,152.2
XPA,9,647.5,526.5,848.2,1135.7,210.4,194.9,377,694.4,271.8,269.4,403.5,442.2,207.6,71.2
PSMB3,17,2212.7,1336.3,1564.3,3699.8,557.7,813.7,1805.7,1585.3,1262.3,1059,2483.6,1322.7,2421.4,695.6
NKX2-1,14,49.8,122.5,143.5,348.3,110.1,129.6,94.7,77.7,28.3,18.1,36.9,53.2,22.7,39
PSMB2,1,2623.4,1755.3,1147.8,1239.5,1178.6,723.9,2225.5,5554.2,2160.3,1571.1,3224.4,2220.9,2630.5,967.1
PSMB4,1,1708.6,529.3,28.4,314.2,426.6,542.3,1069.3,2607.2,2613.5,1006.2,1195.7,1051,3258.9,1501.7
PSMD8,19,1824.3,599.2,142.2,1485.4,976,953.3,1570.6,1781.9,2781,612.1,1168.4,899.9,1469.8,1557.6
PSMB7,9,809.7,325.2,911.3,844.7,104.9,234.4,738.3,2228.5,1126.1,631.1,697.1,419.7,1201.7,648.6
PSMD1,2,1376.7,465.2,955.7,600.5,477.5,505.8,658.2,1802,977.7,780.5,1423.1,836.9,1699.5,997.4
OAZ1,19,6883.6,3819.7,4099.7,18638,1757.1,3902.4,8562.4,9297.4,8488.3,7622.5,15129.8,11710.9,12338.5,15964.5
THRA,17,176.4,913.6,1084.5,456.8,1027.9,793.8,551.4,130,101.7,56.6,153.5,326.2,147.3,92.3
MST1R,3,107.5,504.1,689.9,31.3,765.7,484.8,498.7,27.5,123.7,127.1,244.6,191.2,160.7,106.7
RBBP4,1,12.4,449.2,223.1,21.3,115.9,79.3,479.5,543.7,2067.4,187.8,84.8,163.3,648.1,833.2
DDR2,1,23,23.6,527.5,69.5,152.9,40.4,67,70.5,13.1,3.4,9.5,22.7,2368.9,1313.9
TAF11,6,19.4,82.2,67.5,57.6,576.5,135.1,88.1,64.7,136,9.1,14.8,29.9,115.4,126.9
PTPN21,14,31,306.1,148.8,82.3,744.6,77.9,99.6,97.4,27.6,13.8,40.1,59.5,26.1,129.5
EMP1,12,15.6,120.6,185.9,28.1,528.5,130.4,110.3,48.1,118.7,71.3,15.3,86.2,9.9,74.1
E2F1,20,68,189.7,619.6,266.5,443.3,442.7,336.5,132.9,157.5,88.1,117.1,46.8,64.5,86.6
UBB,17,25270.2,9621.8,3255.7,3462.7,153.2,3277,9576.3,10519,10457.5,10360.3,14904,14106.7,11891.1,6066.8
RAD9A,11,411.9,233.2,1151.5,1042.4,161.1,713.9,146.9,414,703.5,519.7,722.6,302.8,376.8,695.7
SMAD1,4,22.7,89.9,68.5,47.8,453,587.9,363.8,10.3,135.3,43,10.4,404.3,868.7,1120.9
CASP10,2,554.1,667.4,859.6,254,1297.3,596.1,618.4,173.9,200,187.4,327.3,470.5,241.2,308.5
MAP3K5,6,348.4,42.8,668.4,444.9,216,260.1,197.4,193.5,193.5,136,146,539.7,219.1,480.1
TRAF5,1,45.3,171.1,388,285.9,364,219.1,205.4,37.9,64.7,10.6,62.2,9.7,28.2,16.1
TERF1,8,246.4,172.4,123.3,98.3,794.7,730.4,613.6,242.5,206.1,342.5,94.4,193.3,351.9,95.5
NA,NA,58.6,81.1,428.3,34.9,296.6,79,124.1,24.7,21.8,24.4,53.6,159.2,30.3,11.1
MAP3K3,17,13.8,146.6,67.9,57.9,104.3,86.5,110.9,19.6,26.9,15.6,25,32.8,30.6,30.2
TNFRSF25,1,211,131.9,694.8,119.6,317.9,1013,1113.2,191,136.5,44,223.4,86.5,119.9,252.2
GH1,17,158.2,403.4,961.8,216,834.7,932.7,519.4,214.5,157.6,158.2,201.4,325.8,182,73
BCR,22,39.3,171.5,301.3,65.1,218.2,107.5,157.2,169.8,249.2,30.3,36.9,160.3,320.6,59.1
CSF3,17,164.5,305.2,362,89.1,327.2,216.4,205.7,47,222.6,35.9,49.5,1365,42.9,55
IGF1R,15,46.9,146.1,96,33.9,169.4,114.2,76.8,17.3,36.6,23.8,21.9,21.6,36.8,50.4
PRKCB,16,783.2,471.4,854.2,376.7,427.8,364.9,561,571.9,2156.9,1584.6,665.7,128.1,2425.2,2393.9
RARA,17,4.8,51.2,612.4,17.7,56.7,112.6,195,20.5,132.6,4.4,11.8,19.8,185.2,123.4
NA,NA,65.5,56.1,1521.9,57.4,567.9,232.2,90.6,35.8,62.3,5.9,31.2,52.2,43.2,49.2
BCR,22,101.9,1617.3,562.6,572.3,2335.2,1739,989,160.3,222.3,116.9,89.8,202.1,251.8,329.6
CTSC,11,172.8,877.7,1036.4,345.4,990.4,590.4,587.4,293.4,226.7,154.6,97.2,403.1,107.9,182.4
HGF,7,18,102.5,73.8,212.6,114.4,51.4,117.7,80.8,37.5,11.5,11.7,23.2,12.8,11.7
SPI1,11,9.3,76.8,53.5,254.4,70.8,62.7,148.8,10.9,4.5,37.2,11,91.6,11.5,35.3
TERF1,8,59,59.5,104.5,23.4,268.1,131.9,240.5,111.3,93.6,102.8,77.8,70.5,47.5,58.8
SERPINB3,18,13.2,206.5,24.2,24.5,284.1,236.8,184.9,3.5,15,3.8,7,52.5,4.8,53.5
PAX3,2,350.1,409.2,171.3,538.6,115.5,129.5,57.2,33.7,142.3,126.7,31.1,24.7,28.3,44.9
PAX3,2,106.3,70.7,139.5,75.4,113.3,110.4,59.4,9.6,17.6,13.4,70.8,22.7,25.4,56.6
MT3,16,161.3,354.1,989.2,1158.3,441.2,832.4,535.6,100.7,268.3,93,223.3,141.3,325.1,242.6
CDC25B,20,1038.8,1001.6,2168.6,4520.1,230,865.6,1447.1,3123.4,664.9,3310.7,3121.5,957.5,631.6,662.7
PCCA,13,659.1,72.8,60,309.3,79.7,75.3,139.8,1230,1805.8,255.3,125.1,163.8,427.6,564.3
NA,NA,14.6,54.7,372,60.9,70.4,54.4,50.9,4.8,28.5,12,18.6,23,19.6,33.7
ABI2,2,99.4,79.1,355.4,329.3,397.7,62.8,42.4,105.6,176.5,22.8,18.5,16.5,38.6,105
CYP4F2,19,57.8,335.6,243.8,228.8,233,235.8,353.4,7.4,38.3,34.8,96.3,14.7,44,13.6
EPHB4,7,930.2,1022.5,661.1,217,1061,1203.6,1318.6,1093.4,933.5,499,1376,688.1,976.2,658.1
CXCR1,2,303.8,1145,762.4,627.1,723.1,1016.6,479.6,176.6,189.1,163.1,383.4,73.3,141.1,195.4
CXCR1,2,155.2,917.3,203.9,310.1,699.2,900.5,492.2,123.1,105,133.9,182.9,118.2,67.8,83.2
NTRK2,9,87.5,428.3,626.9,404.9,178.4,264.7,201.3,90.4,52.1,32,62.4,126.1,91.2,53.9
NTRK2,9,75.3,409.6,668.8,234.5,652.7,123.7,548.8,64.5,8.5,45.8,36,142.3,30.4,136.4
DAP3,1,1027.1,510,579.1,307.5,106.4,283.5,373.8,1283.6,1131.8,648.7,559.4,610.9,1648.1,560
USP4,3,320.2,279.9,1020.5,283.5,70.7,437.6,381.6,272.2,546.8,412.9,513.4,536.1,707.7,282.5
IFI6,1,623.9,581.1,735.2,550.2,178.4,333.1,1042.4,898.4,855.3,377.6,806,412.4,332.6,38.1
IL17A,6,45.3,202.1,277.2,22.7,473.9,352.4,206.8,25.8,24.8,5.4,9.5,20.8,9.8,9.2
ABI2,2,132.5,83.8,158.2,59.3,107.9,549.3,151.2,146.6,164.4,71.9,72.5,25.6,122.8,116.1
XRCC4,5,71.3,125.5,33.3,218.9,241.1,52.1,80.7,53.7,51.8,47.2,10.9,99.3,6.5,46.2
TERF1,8,191.8,101.4,473.1,598.9,170.6,597.6,455,185.4,323.4,124.1,45.8,100,183.2,78.7
RXRB,6,145.4,436.3,275,241.6,1005.6,538.8,406.8,166.5,419.1,75.9,104.1,159.8,365.7,324.5
FGFR2,10,94.2,116.7,79.2,69.4,96,73.3,223.6,183.1,19,134.8,68.2,690.7,78.5,14.7
PTPRZ1,7,10.3,17.8,82.4,81.8,32.7,203.5,35.9,2.3,6.3,5.6,5.2,9.4,5.4,2.5
IL2RB,22,24.8,152.4,399.8,33,152,149,40.5,89.2,19.6,23.6,33.2,52.9,20.6,15
UBC,12,28049.9,30593.3,179322.3,137004.1,5446.6,14993.9,24291.3,13018.1,9322.8,19550.8,25120.7,21305,9802.8,5661.2
UBC,12,8650.6,2061.1,2017.4,4319.2,131.3,1583.7,4344.2,5576.1,10074.9,7459.6,4774.8,11258.2,12977,6333.3
IL1R1,2,478.5,949.5,2274.2,446.2,70.6,432.1,180.7,191.2,96.2,1006.8,216.6,1692.1,136.6,9.9
IL8,4,30.2,139.8,126.9,92.9,317,85.7,123.9,327.4,167.8,12.8,12.7,50.1,49.4,23.1
GPR31,6,438.9,320,527.8,1292.6,1194.9,637.4,622,242.7,65.5,97,412.2,243.4,157.2,201.9
IL7R,5,232.1,1118.5,273.7,557.1,1130.3,885.8,737.4,142.9,114,101.7,117.9,692.1,113.5,129.9
NA,NA,312.6,1428.9,74.6,781.1,405.2,240.4,1072.5,309.5,225.8,229.6,193.1,9176.1,148.7,131.5
TNFAIP6,2,246.4,1786,71.1,228.5,927,649.8,1349.8,2471.8,372.3,2101.9,325,95.5,5967.1,293.4
TCF3,19,1939,194.8,52.5,611.9,146.6,1528.4,624.5,1518.1,1514.3,1322.3,1730,479.5,1317.5,2069.5
TCF3,19,883.3,1191,321.5,244.1,436.7,639.7,1387.3,907.5,1421.6,550.6,663.4,137.4,1322.6,1420.6
TIMP2,17,361.1,132.5,356.7,713.6,166.3,89.7,116.1,465.3,165.6,322.4,409,871.1,378.3,436.9
LIG1,19,744.3,155.2,125.8,134.5,185.1,188,338.2,926.4,850.6,435.9,1517.5,79.7,186.7,958.6
NFKB1,4,40.1,72.2,127.6,289.5,59.7,57.7,366.9,115.4,365.2,126.8,171.7,738.5,306.8,290.6
NFKB1,4,25.7,229.8,341,131.5,432.5,194.2,375.3,65.6,259.4,33.7,76.9,340.5,199.6,158.3
EPHA2,1,219.9,551.9,891.2,279.8,831.4,682.3,285.2,826.9,431.5,457.2,371.9,716,117.7,1087.1
KLF1,19,74.2,224.4,208.5,807.6,549.1,163,104.7,102.6,47.9,36.5,122.2,54.6,26.6,161.7
FGF7,15,17.1,156.9,77.6,13.2,1239.9,1190,1114.6,36.8,41.2,33,35.4,150.5,43.3,165.3
RARB,3,13.7,62.6,147.6,38.2,58.2,91.2,163.8,7.7,8,6.2,19.7,132.1,61.5,45.1
RPA1,17,68.2,10.8,91.6,14.8,29.2,25.6,21.1,285.2,256.4,53,2.7,10.3,461.9,428.1
PPP2R2A,8,3279.8,1068.2,192.8,90.5,1597.1,192.1,1219.6,2244.9,3018.3,1734.3,2312.6,602.2,2815.1,2635.9
PPP2R2B,5,6.8,53.9,411.9,76.7,29.5,70.8,20.4,7.6,3.2,2.9,17.6,12.2,17.6,11.1
TGFBI,5,434.1,899,2773.6,461.5,329.5,111.1,554.3,550,98.1,401.1,495.5,535.9,88.6,265.2
PTPN9,15,266.5,206.3,639.1,437.1,587.4,589.9,117.9,370.1,473.5,546.3,144.7,430.9,464.3,327.4
NA,NA,11.3,54.9,108.9,38.8,39.1,42.9,27.3,9.7,8.3,10.3,7.8,16.5,10.2,7.4
VDR,12,63.2,304.8,49.3,18.4,107.9,43.9,78.8,65.8,2.6,91.3,49.9,209.7,26.5,51.7
MME,3,344.4,1039.2,2143.5,1647.8,1900.7,1258,1238.2,208.6,146.6,383,46,649.1,176.6,242
MAP4K1,19,329.3,524.7,731.4,295,776.4,281.2,559.2,298.4,155.2,191,213.8,298.9,82.9,110.4
GHRH,20,209.1,781,130.6,131.9,746.7,614.2,363.6,95.9,119.3,119.2,42.9,181.4,73.6,136.2
CYP4A11,1,34.8,692.5,403.9,96,948.9,206.1,473.2,75,31.1,23.5,77.9,59.1,21.8,42.2
GRK6,5,1623.6,6369.7,2635.6,3515,6695.2,4706.8,4064.9,1991.2,1189.4,1529.2,1490.4,2148,1384.7,1277.6
OCM2,7,78,83.6,388.9,133.4,377.1,147.7,48.2,14,32,34.7,21.1,14.6,30.2,34.2
RHOA,3,3465,1146.2,1964.7,3173.9,670.8,811.2,3326.1,3146.2,2797.5,3339.4,3528.2,6074.8,5407.6,3650.9
RHOC,1,1587.9,1817.8,2428.1,2092.7,301.5,791,1444.1,1173.6,2133.7,618.2,1655.7,1794.8,2151.6,1161.9
IGFBP5,2,1614.7,551.2,160.1,317.1,165.9,148.2,203.5,261.5,835.6,8358,160.9,863.8,264,383.8
MAP3K11,11,94.5,102,73,442.1,111.3,195.4,98.5,136.7,172.4,62.6,161.5,258.6,248.9,59.7
MAP3K11,11,1494.5,1864.3,4776.7,7070.6,1258.5,2059.2,1818,1194.8,833.5,1148.4,2087.7,1929,1165.9,707.6
TCEB1,8,3469.9,651.5,766.3,793.7,107.5,654.6,820.6,3876.3,2019.2,2456.9,2940.2,1199.2,1950.9,963.2
DLGAP1,18,150.4,35.3,32.3,61.9,154.2,96.3,52.3,189.6,162.7,23,124.9,84.6,178.6,44.6
CSF2,5,135.5,78.5,555.6,757.6,489.1,551.7,242,114,129.8,164.6,109.7,70,51.3,89.6
CSF2,5,70.4,421,232.9,402.9,1001.6,225.1,360.2,37.5,30,79.3,104.5,83.4,79.6,23.9
